user_id,subject,series_1,series_2,grade,total_periods,present,attendance_percentage
4120,CST362,43,42,D+,50,50,90%
4120,CST304,49,34,B+,52,42,81%
4120,CST306,45,31,B,57,48,97%
4120,HUT300,49,28,C+,50,50,79%
34420,CST302,31,30,C+,52,50,89%
34420,CST362,50,25,A+,50,50,75%
34420,CST304,30,34,A,53,40,100%
34420,CST306,23,32,S,59,57,90%
34420,HUT300,44,39,A+,52,43,97%
34520,CST302,30,31,D,51,44,87%
34520,CST362,50,37,P,55,55,84%
34520,CST304,50,27,C+,52,52,77%
34520,CST306,31,38,C+,59,40,99%
34520,HUT300,47,44,A,50,50,73%
18020,CST302,27,46,A+,54,40,95%
18020,CST362,40,29,S,58,41,97%
18020,CST304,38,43,A+,60,40,88%
18020,CST306,31,30,P,59,57,81%
18020,HUT300,41,33,D,50,50,70%
48320,CST302,25,45,D,56,47,82%
48320,CST362,25,30,S,59,45,71%
48320,CST304,46,37,C+,58,51,96%
48320,CST306,42,35,D,56,49,77%
48320,HUT300,39,39,C+,60,46,85%
25920,CST302,48,25,A,57,42,75%
25920,CST362,26,30,D+,58,46,80%
25920,CST304,29,22,D+,60,48,70%
25920,CST306,28,25,C,55,44,88%
25920,HUT300,24,50,D+,59,57,90%
34620,CST302,45,27,A,60,46,73%
34620,CST362,34,49,S,54,53,88%
34620,CST304,31,47,D+,52,49,90%
34620,CST306,48,29,C+,50,48,91%
34620,HUT300,41,35,D+,53,52,80%
48420,CST302,29,35,B,51,50,76%
48420,CST362,44,28,S,58,41,97%
48420,CST304,39,32,C+,59,46,85%
48420,CST306,44,45,C+,54,53,88%
48420,HUT300,48,39,A+,50,50,72%
21220,CST302,43,23,B+,55,54,95%
21220,CST362,22,38,B,57,43,84%
21220,CST304,40,50,D,53,42,92%
21220,CST306,31,39,P,51,49,93%
21220,HUT300,29,23,S,56,50,76%
22620,CST302,44,32,B+,60,48,81%
22620,CST362,34,30,C,60,52,93%
22620,CST304,45,27,B+,60,53,72%
22620,CST306,28,48,P,55,50,70%
22620,HUT300,37,35,C,60,50,88%
26320,CST302,30,46,D+,60,55,89%
26320,CST362,42,43,D+,52,43,79%
26320,CST304,44,25,D+,51,45,85%
26320,CST306,43,29,B+,56,56,77%
26320,HUT300,45,29,A,54,52,93%
34720,CST302,40,49,A,57,45,76%
34720,CST362,22,39,C,57,51,83%
34720,CST304,24,38,D+,54,47,91%
34720,CST306,38,35,C,52,40,75%
34720,HUT300,33,26,B+,50,40,88%
34820,CST302,30,37,D+,56,49,87%
34820,CST362,32,24,B+,58,40,82%
34820,CST304,46,30,B+,55,43,88%
34820,CST306,48,50,B,52,52,73%
34820,HUT300,50,29,P,59,59,98%
14320,CST302,48,42,B,59,53,83%
14320,CST362,46,45,P,50,50,79%
14320,CST304,33,26,C+,56,42,91%
14320,CST306,24,27,A+,58,50,100%
14320,HUT300,25,31,S,51,43,73%
34920,CST302,32,29,B,55,55,85%
34920,CST362,45,27,D,50,50,78%
34920,CST304,39,29,C+,52,52,70%
34920,CST306,46,38,C,60,43,95%
34920,HUT300,29,42,A,53,47,98%
35020,CST302,44,43,A+,59,55,90%
35020,CST362,23,44,P,54,43,92%
35020,CST304,43,35,D,56,51,92%
35020,CST306,32,31,B+,51,40,93%
35020,HUT300,35,32,D+,51,45,73%
21920,CST302,26,36,C,53,53,75%
21920,CST362,24,38,D,60,54,95%
21920,CST304,29,24,A,50,50,70%
21920,CST306,42,46,C+,56,51,83%
21920,HUT300,44,38,C,60,51,90%
48520,CST302,49,44,D+,51,51,89%
48520,CST362,25,24,D+,59,48,76%
48520,CST304,41,50,P,52,49,72%
48520,CST306,26,42,B,56,43,73%
48520,HUT300,28,29,P,53,50,88%
35120,CST302,42,43,B,59,43,98%
35120,CST362,25,34,B,58,53,70%
35120,CST304,23,49,B,53,45,72%
35120,CST306,45,22,P,57,53,97%
35120,HUT300,43,46,D,56,47,100%
20020,CST302,42,24,C+,52,52,97%
20020,CST362,29,46,P,56,50,74%
20020,CST304,25,37,P,50,46,80%
20020,CST306,30,24,B,58,51,79%
20020,HUT300,50,26,P,56,46,87%
48620,CST302,43,42,D+,54,51,76%
48620,CST362,35,50,C,53,49,86%
48620,CST304,47,26,A+,59,59,85%
48620,CST306,34,22,D+,56,56,87%
48620,HUT300,45,32,D,53,44,86%
48720,CST302,32,39,B+,58,53,97%
48720,CST362,28,48,P,52,44,83%
48720,CST304,39,44,A+,52,52,92%
48720,CST306,30,28,D+,60,40,84%
48720,HUT300,26,27,A+,53,49,86%
21420,CST302,29,34,D+,57,57,84%
21420,CST362,40,41,S,59,48,77%
21420,CST304,29,26,A+,52,46,95%
21420,CST306,37,30,D+,51,51,100%
21420,HUT300,50,33,A+,60,58,77%
19820,CST302,25,48,S,55,54,76%
19820,CST362,44,29,C,50,44,80%
19820,CST304,46,50,P,54,46,97%
19820,CST306,45,30,P,50,49,97%
19820,HUT300,25,37,D,59,44,72%
21820,CST302,42,39,D,51,47,88%
21820,CST362,29,43,S,60,50,83%
21820,CST304,47,49,C,52,42,79%
21820,CST306,41,24,A,54,54,96%
21820,HUT300,31,30,C+,53,53,84%
22320,CST302,33,40,A,56,51,92%
22320,CST362,39,30,D,50,44,90%
22320,CST304,42,45,D+,51,42,82%
22320,CST306,43,45,A,59,52,83%
22320,HUT300,44,39,P,58,51,78%
35220,CST302,45,33,C+,51,50,92%
35220,CST362,27,44,A,57,51,83%
35220,CST304,27,41,D+,51,42,94%
35220,CST306,38,29,B+,55,50,80%
35220,HUT300,30,49,B,54,50,97%
21620,CST302,34,43,D+,50,48,99%
21620,CST362,28,43,B,60,40,96%
21620,CST304,25,32,C+,54,54,85%
21620,CST306,47,47,A+,52,50,95%
21620,HUT300,32,45,B,53,44,91%
35320,CST302,35,30,A,52,47,98%
35320,CST362,36,43,C,58,56,98%
35320,CST304,43,29,A,52,48,91%
35320,CST306,43,50,B,53,46,71%
35320,HUT300,49,32,B+,52,46,83%
27120,CST302,49,35,B+,51,51,83%
27120,CST362,45,46,D+,59,52,98%
27120,CST304,24,44,A+,57,43,99%
27120,CST306,29,34,B,56,55,93%
27120,HUT300,30,33,A+,53,44,71%
35420,CST302,38,47,C,56,54,97%
35420,CST362,44,26,D+,52,47,71%
35420,CST304,43,49,P,53,52,88%
35420,CST306,24,33,B,54,50,85%
35420,HUT300,35,26,A,50,48,84%
31520,CST302,32,38,B+,60,43,96%
31520,CST362,33,36,P,54,46,97%
31520,CST304,38,38,C,57,54,79%
31520,CST306,37,38,B,52,52,92%
31520,HUT300,29,23,C+,57,42,71%
22120,CST302,23,39,P,56,54,87%
22120,CST362,25,25,D+,57,40,96%
22120,CST304,41,33,P,58,40,84%
22120,CST306,47,40,D+,60,44,99%
22120,HUT300,47,26,A,58,54,99%
48820,CST302,50,34,B+,56,49,96%
48820,CST362,23,24,C,50,50,78%
48820,CST304,49,47,C+,51,50,78%
48820,CST306,41,23,P,56,47,89%
48820,HUT300,42,23,C+,58,43,88%
30020,CST302,35,34,D,59,53,74%
30020,CST362,44,47,A,52,51,94%
30020,CST304,26,24,B,53,53,86%
30020,CST306,37,33,D+,58,54,82%
30020,HUT300,31,43,B+,56,54,73%
35520,CST302,43,38,A,59,53,72%
35520,CST362,46,31,B+,52,45,90%
35520,CST304,46,31,S,52,52,97%
35520,CST306,28,25,P,53,53,98%
35520,HUT300,29,46,D,54,50,77%
19920,CST302,26,33,B,52,52,75%
19920,CST362,23,40,A+,52,50,97%
19920,CST304,46,47,C+,60,58,80%
19920,CST306,33,22,S,59,56,92%
19920,HUT300,31,24,P,58,45,78%
18920,CST302,26,44,C,56,49,92%
18920,CST362,30,37,S,50,50,80%
18920,CST304,37,28,B,56,49,73%
18920,CST306,33,45,S,56,44,90%
18920,HUT300,35,29,D+,59,57,88%
31120,CST302,36,39,A,54,54,81%
31120,CST362,45,39,D,53,41,92%
31120,CST304,28,44,B,60,55,89%
31120,CST306,26,31,D+,55,53,71%
31120,HUT300,26,36,P,53,40,88%
31420,CST302,39,45,A,56,40,95%
31420,CST362,27,31,B+,54,51,75%
31420,CST304,28,25,B+,59,50,90%
31420,CST306,37,45,A+,54,54,94%
31420,HUT300,49,24,D+,57,52,85%
39020,CST302,26,46,C,52,43,80%
39020,CST362,37,26,P,50,50,74%
39020,CST304,39,31,B,56,46,89%
39020,CST306,29,32,A,57,53,76%
39020,HUT300,47,22,B+,60,53,76%
35620,CST302,36,34,B,50,50,70%
35620,CST362,40,31,P,53,48,97%
35620,CST304,24,49,S,50,50,85%
35620,CST306,38,39,P,59,44,99%
35620,HUT300,42,33,C,52,52,74%
7120,CST302,42,40,B+,59,53,72%
7120,CST362,33,34,A+,58,50,97%
7120,CST304,43,48,D+,55,47,84%
7120,CST306,37,25,B+,54,52,83%
7120,HUT300,24,33,C,55,54,92%
26020,CST302,25,42,D,54,42,94%
26020,CST362,32,37,B,60,53,79%
26020,CST304,35,26,S,51,42,80%
26020,CST306,44,25,C,53,52,80%
26020,HUT300,24,22,B+,60,53,95%
35720,CST302,36,49,P,59,46,100%
35720,CST362,47,23,A+,60,52,82%
35720,CST304,48,36,B+,60,55,91%
35720,CST306,37,38,B+,52,42,88%
35720,HUT300,50,40,A,58,43,81%
35820,CST302,34,39,B,60,45,74%
35820,CST362,34,30,A,60,52,97%
35820,CST304,27,28,S,58,45,97%
35820,CST306,31,25,C+,56,43,100%
35820,HUT300,34,45,A+,54,53,76%
48920,CST302,34,27,A+,59,42,74%
48920,CST362,49,46,C+,51,43,78%
48920,CST304,35,40,C,52,47,89%
48920,CST306,40,44,B+,54,54,95%
48920,HUT300,33,44,C+,56,41,81%
18320,CST302,24,23,D+,51,49,95%
18320,CST362,32,25,B+,54,54,99%
18320,CST304,26,46,D,50,40,80%
18320,CST306,22,35,P,53,53,87%
18320,HUT300,28,25,A,55,43,73%
16520,CST302,48,23,P,54,47,73%
16520,CST362,35,41,B,53,53,100%
16520,CST304,43,36,P,53,41,98%
16520,CST306,39,27,C,51,51,81%
16520,HUT300,46,38,D+,50,43,98%
