user_id,subject,series_1,series_2,grade,total_periods,present,attendance_percentage
32220,CST309,34,45,A,52,42,78%
4120,CST301,39,33,D+,55,47,85%
4120,CST307,38,31,A+,60,54,95%
4120,CST303,48,34,B+,56,42,75%
4120,CST305,34,39,C,54,48,79%
4120,CST309,37,38,B,56,52,82%
34420,CST301,41,30,D+,52,50,85%
34420,CST307,41,39,P,52,50,93%
34420,CST303,32,45,D,57,40,89%
34420,CST305,41,37,A,57,57,84%
34420,CST309,28,30,D,53,43,71%
34520,CST301,37,41,S,55,44,70%
34520,CST307,39,48,A,55,55,97%
34520,CST303,41,39,P,58,58,93%
34520,CST305,42,46,A,57,40,84%
34520,CST309,28,42,B,56,56,77%
18020,CST301,39,37,B+,53,40,81%
18020,CST307,42,29,D+,58,41,82%
18020,CST303,36,49,D,58,40,81%
18020,CST305,43,32,F,58,57,75%
18020,CST309,31,49,P,54,54,82%
48320,CST301,44,48,S,52,47,89%
48320,CST307,37,36,B+,58,45,74%
48320,CST303,49,38,A,51,51,79%
48320,CST305,30,42,A,58,49,87%
48320,CST309,30,31,C+,52,46,85%
25920,CST301,44,47,P,56,42,94%
25920,CST307,38,40,B,58,46,88%
25920,CST303,33,44,B+,51,48,100%
25920,CST305,34,33,D,60,44,75%
25920,CST309,46,30,B+,59,57,95%
34620,CST301,35,43,P,50,46,78%
34620,CST307,34,31,C,57,53,93%
34620,CST303,41,32,S,50,49,100%
34620,CST305,45,47,P,60,48,75%
34620,CST309,30,46,F,59,52,86%
48420,CST301,37,49,D,55,50,77%
48420,CST307,34,44,A,50,41,97%
48420,CST303,49,47,B,53,46,71%
48420,CST305,29,48,A+,60,53,96%
48420,CST309,35,36,B+,52,52,70%
21220,CST301,33,30,P,54,54,91%
21220,CST307,33,36,A,54,43,95%
21220,CST303,37,48,B,54,42,94%
21220,CST305,43,36,D+,55,49,96%
21220,CST309,37,48,C+,58,50,89%
22620,CST301,28,45,A+,50,48,86%
22620,CST307,34,45,S,58,52,96%
22620,CST303,32,32,A+,53,53,72%
22620,CST305,33,44,C+,55,50,76%
22620,CST309,35,33,A,50,50,77%
26320,CST301,37,47,C,55,55,97%
26320,CST307,32,44,B+,52,43,93%
26320,CST303,30,37,A+,55,45,79%
26320,CST305,39,50,A+,58,56,78%
26320,CST309,48,39,A,60,52,72%
34720,CST301,32,33,B+,55,45,95%
34720,CST307,31,31,S,51,51,100%
34720,CST303,48,50,B,57,47,74%
34720,CST305,32,36,B+,52,40,97%
34720,CST309,38,50,P,57,40,70%
34820,CST301,47,29,C,51,49,88%
34820,CST307,48,31,A,55,40,80%
34820,CST303,34,39,A+,60,43,75%
34820,CST305,41,47,P,59,57,96%
34820,CST309,45,45,A+,60,59,92%
14320,CST301,37,45,A,53,53,95%
14320,CST307,29,44,D,57,50,92%
14320,CST303,31,43,B,56,42,84%
14320,CST305,40,30,B+,55,50,99%
14320,CST309,32,41,C,50,43,74%
34920,CST301,31,38,B,58,58,95%
34920,CST307,48,44,B,58,54,97%
34920,CST303,35,43,B+,55,54,80%
34920,CST305,38,41,A,52,43,77%
34920,CST309,36,32,C,54,47,99%
35020,CST301,35,42,B,57,55,79%
35020,CST307,48,45,D+,53,43,78%
35020,CST303,40,48,S,51,51,93%
35020,CST305,50,44,D,57,40,84%
35020,CST309,31,42,P,53,45,86%
21920,CST301,38,38,A,59,57,90%
21920,CST307,41,50,A,54,54,72%
21920,CST303,34,49,B+,55,53,99%
21920,CST305,49,46,C+,55,51,87%
21920,CST309,50,30,B,51,51,96%
48520,CST301,45,36,A,58,58,95%
48520,CST307,29,34,B+,59,48,78%
48520,CST303,45,35,A,57,49,80%
48520,CST305,31,34,A,53,43,92%
48520,CST309,33,34,C+,50,50,91%
35120,CST301,48,29,D,55,43,80%
35120,CST307,45,42,D,57,53,76%
35120,CST303,38,33,B,58,45,83%
35120,CST305,29,48,C,53,53,79%
35120,CST309,47,47,D,54,47,84%
20020,CST301,37,49,B+,58,55,77%
20020,CST307,36,41,C,59,50,73%
20020,CST303,34,31,P,51,46,86%
20020,CST305,45,42,A,51,51,76%
20020,CST309,32,31,A+,53,46,87%
48620,CST301,38,34,A+,51,51,79%
48620,CST307,33,33,A,58,49,95%
48620,CST303,50,40,B,59,59,71%
48620,CST305,35,37,A+,59,58,96%
48620,CST309,33,47,S,55,44,91%
48720,CST301,43,48,C,53,53,79%
48720,CST307,37,30,D+,57,44,94%
48720,CST303,36,40,C+,55,55,75%
48720,CST305,36,49,B+,57,40,80%
48720,CST309,40,32,B+,54,49,80%
21420,CST301,41,28,B+,57,57,99%
21420,CST307,29,31,B,60,48,83%
21420,CST303,34,47,B+,51,46,92%
21420,CST305,49,48,C,52,52,85%
21420,CST309,46,29,A+,58,58,78%
19820,CST301,33,32,B+,56,54,85%
19820,CST307,45,42,S,55,44,98%
19820,CST303,42,42,D+,56,46,96%
19820,CST305,44,41,D+,53,49,83%
19820,CST309,40,33,C,53,44,70%
21820,CST301,47,29,D,55,47,86%
21820,CST307,34,29,C+,55,50,79%
21820,CST303,48,50,B+,58,42,78%
21820,CST305,43,31,P,57,54,84%
21820,CST309,40,29,D+,57,53,94%
22320,CST301,30,44,D,57,51,95%
22320,CST307,35,37,B+,55,44,98%
22320,CST303,47,50,S,58,42,81%
22320,CST305,47,35,C+,52,52,90%
22320,CST309,31,49,D,51,51,82%
35220,CST301,47,48,B+,52,50,96%
35220,CST307,29,40,D+,51,51,82%
35220,CST303,41,46,B+,54,42,89%
35220,CST305,35,43,A+,50,50,83%
35220,CST309,46,29,D+,59,50,76%
21620,CST301,33,37,D+,57,48,94%
21620,CST307,47,32,D+,60,40,90%
21620,CST303,28,39,A+,59,59,92%
21620,CST305,41,41,A,50,50,72%
21620,CST309,49,47,D,56,44,97%
35320,CST301,32,33,D+,54,47,85%
35320,CST307,38,48,D+,59,56,71%
35320,CST303,38,29,A,56,48,78%
35320,CST305,43,47,D,59,46,89%
35320,CST309,40,41,A+,50,46,89%
27120,CST301,29,34,B+,54,51,74%
27120,CST307,40,38,A,52,52,95%
27120,CST303,34,46,D+,54,43,93%
27120,CST305,33,34,B+,60,55,88%
27120,CST309,38,33,C,57,44,91%
35420,CST301,47,36,D+,55,54,98%
35420,CST307,34,37,C,59,47,80%
35420,CST303,43,43,C+,52,52,74%
35420,CST305,45,29,C+,50,50,98%
35420,CST309,30,36,B,55,48,71%
31520,CST301,34,43,D,59,43,77%
31520,CST307,41,45,A,57,46,81%
31520,CST303,28,45,C+,54,54,95%
31520,CST305,37,39,P,52,52,88%
31520,CST309,33,49,C+,58,42,78%
22120,CST301,45,35,P,54,54,91%
22120,CST307,43,30,C,53,40,80%
22120,CST303,48,38,B+,58,40,95%
22120,CST305,37,29,P,58,44,91%
22120,CST309,44,45,C+,57,54,74%
48820,CST301,39,47,C,59,49,80%
48820,CST307,31,34,C,53,53,90%
48820,CST303,29,33,B+,50,50,89%
48820,CST305,33,44,B,54,47,72%
48820,CST309,46,33,A,60,43,88%
30020,CST301,50,34,A+,55,53,93%
30020,CST307,45,34,A,51,51,91%
30020,CST303,44,31,B+,53,53,82%
30020,CST305,40,33,D+,54,54,99%
30020,CST309,32,47,D+,57,54,79%
35520,CST301,32,38,P,53,53,75%
35520,CST307,32,35,D,52,45,91%
35520,CST303,41,47,C,55,54,84%
35520,CST305,36,45,C,55,55,97%
35520,CST309,29,43,S,54,50,90%
19920,CST301,33,43,P,59,58,79%
19920,CST307,33,41,A,54,50,84%
19920,CST303,46,31,C,58,58,77%
19920,CST305,47,36,A,59,56,88%
19920,CST309,33,31,B,55,45,98%
18920,CST301,41,34,C+,57,49,82%
18920,CST307,44,33,B,52,52,97%
18920,CST303,28,34,B,58,49,84%
18920,CST305,42,47,B,58,44,100%
18920,CST309,28,29,S,57,57,70%
31120,CST301,35,47,S,59,58,92%
31120,CST307,50,39,D+,52,41,98%
31120,CST303,31,32,C+,57,55,87%
31120,CST305,35,46,S,55,53,70%
31120,CST309,37,29,B,59,40,100%
31420,CST301,46,43,B,59,40,89%
31420,CST307,40,46,C+,60,51,88%
31420,CST303,44,46,B,50,50,93%
31420,CST305,35,32,P,60,59,100%
31420,CST309,38,31,A+,57,52,98%
39020,CST301,47,37,D,57,43,79%
39020,CST307,30,41,P,53,53,85%
39020,CST303,37,47,C,57,46,91%
39020,CST305,40,34,C+,53,53,94%
39020,CST309,47,44,B,58,53,78%
35620,CST301,39,35,P,54,54,85%
35620,CST307,35,31,B,55,48,100%
35620,CST303,36,40,P,57,52,95%
35620,CST305,42,32,B+,53,44,85%
35620,CST309,36,35,A+,60,53,88%
7120,CST301,42,47,P,53,53,80%
7120,CST307,38,34,D,57,50,90%
7120,CST303,48,32,B+,59,47,86%
7120,CST305,49,45,B+,58,52,80%
7120,CST309,30,44,P,58,54,93%
26020,CST301,39,45,A,58,42,83%
26020,CST307,49,31,B,55,53,78%
26020,CST303,41,46,P,50,42,85%
26020,CST305,48,36,C+,52,52,89%
26020,CST309,45,47,A+,60,53,78%
35720,CST301,29,38,S,54,46,96%
35720,CST307,46,38,P,52,52,72%
35720,CST303,29,48,C,55,55,75%
35720,CST305,42,31,C+,60,42,90%
35720,CST309,40,46,D+,59,43,94%
35820,CST301,47,47,C+,58,45,100%
35820,CST307,37,47,C,52,52,85%
35820,CST303,40,33,D+,53,45,74%
35820,CST305,49,43,A,58,43,73%
35820,CST309,30,35,D,53,53,71%
48920,CST301,46,39,C+,56,42,95%
48920,CST307,32,32,C+,53,43,76%
48920,CST303,49,42,C,58,47,73%
48920,CST305,33,41,C,55,55,85%
48920,CST309,49,34,A,51,41,98%
18320,CST301,44,49,A,54,49,76%
18320,CST307,29,42,D+,54,54,80%
18320,CST303,41,36,D,54,40,88%
18320,CST305,37,37,S,60,59,95%
18320,CST309,32,49,A,53,43,85%
16520,CST301,36,29,S,54,47,83%
16520,CST307,45,33,P,55,55,97%
16520,CST303,30,47,A+,60,41,85%
16520,CST305,42,49,A,51,51,81%
16520,CST309,44,31,P,54,43,74%
