user_id,subject,series_1,series_2,grade,total_periods,present,attendance_percentage
34920,est100,30,43,C,57,54,94%
34920,est120,46,38,C,60,58,100%
34920,hun101,37,30,B+,51,50,91%
34920,mat101,32,44,D,58,55,95%
34920,pht100,47,46,C,50,48,95%
35020,est100,31,33,B,55,53,100%
35020,est120,42,34,C,57,56,93%
35020,hun101,34,47,C,58,57,92%
35020,mat101,30,40,A,52,51,91%
35020,pht100,43,42,B,57,55,94%
21920,est100,30,47,C,58,55,100%
21920,est120,38,40,C,53,50,92%
21920,hun101,32,39,B,56,56,92%
21920,mat101,38,33,D,60,60,96%
21920,pht100,45,40,C+,56,54,95%
48520,est100,40,47,A+,53,53,90%
48520,est120,48,50,C+,52,49,99%
48520,hun101,39,47,C+,51,51,96%
48520,mat101,39,49,D,56,53,98%
48520,pht100,48,45,C,51,50,97%
35120,est100,46,48,A,51,49,97%
35120,est120,39,33,C,58,55,98%
35120,hun101,35,40,S,58,56,95%
35120,mat101,49,31,S,58,57,98%
35120,pht100,36,32,C,59,56,91%
20020,est100,45,38,D,50,47,97%
20020,est120,48,47,D,51,49,99%
20020,hun101,41,50,C+,58,55,98%
20020,mat101,42,37,S,59,57,96%
20020,pht100,40,33,D,60,60,98%
48620,est100,44,39,C,52,49,98%
48620,est120,37,45,B+,51,49,94%
48620,hun101,40,50,B,54,54,98%
48620,mat101,48,45,C,50,49,96%
48620,pht100,32,48,D,51,48,95%
48720,est100,32,34,A+,53,52,100%
48720,est120,37,50,B+,53,53,94%
48720,hun101,48,48,D,50,48,100%
48720,mat101,45,32,D,53,53,95%
48720,pht100,48,37,A,57,54,95%
21420,est100,46,41,S,50,50,92%
21420,est120,41,47,S,53,51,90%
21420,hun101,30,50,A+,54,51,90%
21420,mat101,41,50,C,54,51,98%
21420,pht100,46,38,B+,50,50,96%
19820,est100,36,46,B+,55,53,90%
19820,est120,49,37,C+,58,57,100%
19820,hun101,43,31,B+,59,58,97%
19820,mat101,50,42,B,60,59,91%
19820,pht100,33,33,D,50,47,94%
21820,est100,36,46,B,50,48,94%
21820,est120,35,36,A+,55,54,94%
21820,hun101,35,50,S,50,50,92%
21820,mat101,33,47,C+,51,50,90%
21820,pht100,45,41,C,50,48,99%
22320,est100,43,46,C,52,49,98%
22320,est120,37,31,A,50,50,97%
22320,hun101,39,43,A,60,58,98%
22320,mat101,40,30,B,50,48,90%
22320,pht100,30,36,A,54,53,97%
35220,est100,32,45,S,56,53,98%
35220,est120,30,44,A,56,55,99%
35220,hun101,45,41,D,60,58,92%
35220,mat101,49,33,C,53,51,91%
35220,pht100,34,37,D,51,48,93%
21620,est100,33,47,A+,54,52,100%
21620,est120,34,39,B,50,50,100%
21620,hun101,39,31,C,56,55,96%
21620,mat101,35,31,C+,59,58,92%
21620,pht100,47,32,C,55,54,96%
35320,est100,50,50,S,53,50,100%
35320,est120,50,41,B+,58,55,94%
35320,hun101,37,33,C+,58,57,100%
35320,mat101,35,37,A,58,58,97%
35320,pht100,50,39,D,53,50,100%
27120,est100,44,48,A,51,51,93%
27120,est120,43,38,B,52,51,91%
27120,hun101,49,40,D,56,55,99%
27120,mat101,48,34,C,51,50,91%
27120,pht100,32,39,A+,58,56,100%
35420,est100,42,37,C+,54,53,100%
35420,est120,44,31,A,59,56,98%
35420,hun101,40,39,A,50,47,94%
35420,mat101,41,40,B+,51,49,93%
35420,pht100,33,46,C+,59,59,100%
31520,est100,35,47,B,54,52,100%
31520,est120,37,31,D,50,50,91%
31520,hun101,30,43,C,55,55,95%
31520,mat101,50,44,B,57,54,91%
31520,pht100,38,33,A,55,52,97%
22120,est100,39,34,A,50,47,100%
22120,est120,46,49,A,54,51,100%
22120,hun101,42,38,C+,57,55,91%
22120,mat101,36,40,A+,57,57,97%
22120,pht100,36,30,B,55,52,91%
48820,est100,42,33,C,57,54,95%
48820,est120,31,50,B,60,59,100%
48820,hun101,49,30,A,58,56,92%
48820,mat101,49,43,A+,52,49,92%
48820,pht100,46,50,B,59,56,99%
30020,est100,49,38,D,59,58,96%
30020,est120,47,50,B+,54,51,90%
30020,hun101,33,40,B+,51,49,100%
30020,mat101,41,46,B+,58,55,97%
30020,pht100,31,47,D,57,57,99%
35520,est100,46,43,C,56,53,92%
35520,est120,46,43,B+,53,50,97%
35520,hun101,49,41,B+,55,55,90%
35520,mat101,47,45,D,57,56,96%
35520,pht100,49,34,B+,51,50,96%
19920,est100,50,38,C+,60,57,98%
19920,est120,40,31,B+,59,58,100%
19920,hun101,31,42,C+,52,50,90%
19920,mat101,46,45,B+,55,53,94%
19920,pht100,33,43,C,57,55,95%
18920,est100,39,50,A,54,53,97%
18920,est120,47,33,S,56,54,94%
18920,hun101,39,30,C+,55,52,98%
18920,mat101,49,34,B+,54,54,93%
18920,pht100,41,48,B+,55,53,91%
31120,est100,48,31,C,53,50,93%
31120,est120,47,30,D,57,55,98%
31120,hun101,50,50,C,55,54,97%
31120,mat101,35,48,A+,52,50,99%
31120,pht100,39,45,A+,54,53,100%
31420,est100,45,45,S,57,54,95%
31420,est120,49,35,D,60,59,95%
31420,hun101,39,37,A+,58,55,91%
31420,mat101,35,31,B+,60,60,91%
31420,pht100,44,35,B,50,47,96%
39020,est100,46,46,B,60,60,97%
39020,est120,40,34,B+,60,60,94%
39020,hun101,32,49,D,60,58,93%
39020,mat101,50,48,S,54,54,98%
39020,pht100,35,46,A+,50,48,96%
35620,est100,33,44,C,60,60,96%
35620,est120,45,38,A+,55,53,96%
35620,hun101,47,43,A,53,53,92%
35620,mat101,38,41,D,58,56,97%
35620,pht100,44,31,C+,51,49,97%
7120,est100,44,34,B,50,50,100%
7120,est120,30,34,D,54,54,93%
7120,hun101,42,46,A,54,52,100%
7120,mat101,38,45,C+,56,56,95%
7120,pht100,44,42,B+,58,56,100%
26020,est100,43,44,B,53,52,97%
26020,est120,50,34,B+,53,51,95%
26020,hun101,46,45,S,58,58,91%
26020,mat101,32,40,B,56,53,94%
26020,pht100,30,32,S,56,54,93%
35720,est100,32,40,A,54,51,95%
35720,est120,38,37,B,50,49,91%
35720,hun101,31,42,S,52,52,92%
35720,mat101,37,38,B+,58,55,100%
35720,pht100,40,37,S,54,52,100%
35820,est100,38,34,B,55,53,97%
35820,est120,38,34,A,58,55,97%
35820,hun101,37,43,D,57,57,94%
35820,mat101,31,36,A+,54,51,97%
35820,pht100,45,44,D,58,56,98%
48920,est100,44,50,C,51,51,91%
48920,est120,35,34,S,50,47,100%
48920,hun101,36,37,C+,50,49,93%
48920,mat101,36,48,B+,54,52,97%
48920,pht100,38,41,D,58,56,98%
18320,est100,30,47,A+,51,50,95%
18320,est120,38,40,D,54,52,99%
18320,hun101,31,42,C+,56,53,96%
18320,mat101,44,50,C,60,57,90%
18320,pht100,39,46,A+,54,54,98%
16520,est100,36,32,D,52,50,91%
16520,est120,31,43,B+,53,52,95%
16520,hun101,32,48,C,58,58,93%
16520,mat101,36,37,C+,56,55,97%
16520,pht100,50,38,B,57,57,92%
