user_id,subject,series_1,series_2,grade,total_periods,present,attendance_percentage
21920,CST204,39,40,B,64,49,93%
21920,CST206,50,30,A,53,49,84%
21920,EST200,46,26,B,61,53,85%
21920,MAT206,21,31,A,44,40,98%
21920,MCN202,33,39,B+,67,67,91%
48520,CST202,39,27,C,44,43,90%
48520,CST204,31,32,B,41,40,97%
48520,CST206,34,37,S,64,56,85%
48520,EST200,46,31,A,56,50,95%
48520,MAT206,42,36,A,70,60,93%
48520,MCN202,22,46,C,45,44,88%
35120,CST202,34,29,A+,62,62,98%
35120,CST204,38,45,D,67,60,85%
35120,CST206,48,20,S,64,58,83%
35120,EST200,27,32,A+,40,36,89%
35120,MAT206,20,31,D,61,52,85%
35120,MCN202,37,36,S,63,50,77%
20020,CST202,39,47,S,40,36,97%
20020,CST204,30,21,B+,48,34,91%
20020,CST206,24,25,A+,43,33,86%
20020,EST200,39,42,A+,52,38,89%
20020,MAT206,43,30,B,70,65,90%
20020,MCN202,47,30,D,53,40,77%
48620,CST202,32,45,A,45,31,77%
48620,CST204,48,22,A,59,51,85%
48620,CST206,23,26,C+,66,60,76%
48620,EST200,35,22,S,62,56,93%
48620,MAT206,48,31,C+,64,60,86%
48620,MCN202,50,38,S,59,52,85%
48720,CST202,36,37,S,68,55,83%
48720,CST204,29,28,S,70,58,90%
48720,CST206,39,24,B,52,44,83%
48720,EST200,37,40,S,54,51,93%
48720,MAT206,37,27,C,45,36,78%
48720,MCN202,41,46,A,63,48,97%
21420,CST202,31,36,C,60,53,80%
21420,CST204,27,37,B+,61,60,94%
21420,CST206,23,43,S,45,43,83%
21420,EST200,39,23,S,49,35,95%
21420,MAT206,38,46,B+,48,34,99%
21420,MCN202,29,39,B,68,62,79%
19820,CST202,37,44,C+,62,55,94%
19820,CST204,28,46,A+,43,34,76%
19820,CST206,22,40,S,58,57,99%
19820,EST200,46,27,D,63,59,94%
19820,MAT206,32,31,B+,64,64,82%
19820,MCN202,27,37,B+,67,53,98%
21820,CST202,44,44,C,47,45,78%
21820,CST204,40,43,C+,50,46,87%
21820,CST206,28,47,D,63,58,99%
21820,EST200,20,24,C,69,55,80%
21820,MAT206,25,46,D,65,60,100%
21820,MCN202,37,50,D,41,33,76%
22320,CST202,22,45,C+,56,41,89%
22320,CST204,25,49,S,69,59,76%
22320,CST206,20,29,C+,40,30,95%
22320,EST200,42,48,A,65,50,78%
22320,MAT206,45,29,B,47,37,83%
22320,MCN202,34,32,C+,63,49,98%
35220,CST202,49,42,C+,42,36,83%
35220,CST204,27,29,B,48,43,95%
35220,CST206,45,34,D,58,44,75%
35220,EST200,48,36,A+,63,62,91%
35220,MAT206,40,43,B+,66,60,80%
35220,MCN202,42,31,B,43,34,90%
21620,CST202,36,24,B,42,35,79%
21620,CST204,35,41,C,54,51,82%
21620,CST206,40,28,B,43,42,88%
21620,EST200,35,49,C,51,38,86%
21620,MAT206,26,46,B+,45,37,80%
21620,MCN202,28,47,S,44,31,81%
35320,CST202,42,44,A,47,45,91%
35320,CST204,26,43,S,52,52,97%
35320,CST206,36,26,A+,43,28,98%
35320,EST200,34,20,C+,45,45,85%
35320,MAT206,25,49,B,49,37,79%
35320,MCN202,23,36,S,69,58,81%
27120,CST202,48,49,S,50,36,89%
27120,CST204,33,20,C+,66,60,81%
27120,CST206,25,34,S,70,56,76%
27120,EST200,46,24,D,59,59,93%
27120,MAT206,35,27,A+,57,50,83%
27120,MCN202,49,31,B+,61,59,96%
35420,CST202,23,42,B,40,38,93%
35420,CST204,39,26,A+,65,51,82%
35420,CST206,38,40,C,68,68,76%
35420,EST200,37,25,A,66,62,90%
35420,MAT206,24,39,C+,43,35,90%
35420,MCN202,28,47,B+,60,52,90%
31520,CST202,30,43,C,70,62,93%
31520,CST204,23,50,A,69,67,81%
31520,CST206,26,26,C,45,45,89%
31520,EST200,28,25,D,59,52,100%
31520,MAT206,49,32,A+,57,55,99%
31520,MCN202,24,27,C+,53,42,78%
22120,CST202,47,50,C+,61,51,90%
22120,CST204,32,48,C,59,45,97%
22120,CST206,40,28,B+,58,51,79%
22120,EST200,50,25,A+,41,26,81%
22120,MAT206,31,32,S,43,34,100%
22120,MCN202,25,26,S,54,41,75%
48820,CST202,23,49,A+,63,55,84%
48820,CST204,30,23,C+,69,69,96%
48820,CST206,45,42,B,47,41,83%
48820,EST200,25,40,A,58,47,91%
48820,MAT206,30,47,A+,56,50,85%
48820,MCN202,41,32,A+,50,36,76%
30020,CST202,47,47,D,63,61,99%
30020,CST204,37,50,B,46,40,88%
30020,CST206,27,46,D,40,25,91%
30020,EST200,38,26,B,68,63,81%
30020,MAT206,44,36,B+,48,45,79%
30020,MCN202,37,29,A+,53,44,91%
35520,CST202,30,20,C,47,45,84%
35520,CST204,44,28,B,68,68,85%
35520,CST206,25,38,B,62,50,93%
35520,EST200,30,23,A+,45,43,88%
35520,MAT206,35,42,A+,61,55,97%
35520,MCN202,39,21,C+,69,60,99%
19920,CST202,34,39,B,58,44,89%
19920,CST204,40,25,A+,63,63,99%
19920,CST206,24,49,A,63,58,90%
19920,EST200,47,26,C+,59,47,89%
19920,MAT206,31,47,C,62,47,87%
19920,MCN202,34,32,D,56,46,83%
18920,CST202,40,35,C,51,36,87%
18920,CST204,37,20,D,48,42,83%
18920,CST206,38,47,C,58,49,79%
18920,EST200,36,49,A+,50,42,78%
18920,MAT206,24,40,A,49,46,77%
18920,MCN202,33,33,D,67,55,78%
31120,CST202,45,46,B+,52,37,78%
31120,CST204,35,36,C,51,50,94%
31120,CST206,21,43,A,56,46,98%
31120,EST200,34,48,C+,45,40,100%
31120,MAT206,36,32,D,49,40,94%
31120,MCN202,44,35,A,63,49,94%
31420,CST202,32,38,B,69,56,91%
31420,CST204,32,39,S,50,48,89%
31420,CST206,49,48,B,60,53,100%
31420,EST200,20,43,D,44,29,76%
31420,MAT206,42,50,C+,62,60,99%
31420,MCN202,49,32,A,64,60,83%
39020,CST202,46,22,A,69,61,99%
39020,CST204,47,38,D,49,44,89%
39020,CST206,39,20,A,41,26,100%
39020,EST200,47,41,A,56,51,98%
39020,MAT206,49,36,B+,70,61,93%
39020,MCN202,47,25,D,65,54,80%
35620,CST202,34,42,A,42,39,92%
35620,CST204,29,22,D,56,55,80%
35620,CST206,47,36,A+,67,60,83%
35620,EST200,27,44,A+,43,42,84%
35620,MAT206,33,35,C+,57,56,91%
35620,MCN202,37,31,A,40,38,88%
7120,CST202,48,41,A+,45,43,98%
7120,CST204,31,33,C+,54,39,82%
7120,CST206,24,38,A+,48,37,93%
7120,EST200,41,23,D,50,36,80%
7120,MAT206,31,32,D,51,38,82%
7120,MCN202,24,37,A+,46,32,80%
26020,CST202,32,21,C,56,42,96%
26020,CST204,35,22,D,61,52,78%
26020,CST206,47,42,A,70,69,86%
26020,EST200,24,48,A,57,43,89%
26020,MAT206,25,32,C+,55,52,95%
26020,MCN202,46,29,C+,66,58,97%
35720,CST202,30,48,A+,57,50,99%
35720,CST204,43,29,D,69,68,83%
35720,CST206,45,39,C,60,51,78%
35720,EST200,42,22,A,60,57,95%
35720,MAT206,32,35,B+,65,62,96%
35720,MCN202,36,27,D,47,40,86%
35820,CST202,25,45,B,55,51,75%
35820,CST204,41,39,C+,63,61,78%
35820,CST206,40,42,A,60,60,86%
35820,EST200,21,28,D,43,30,100%
35820,MAT206,49,40,A+,50,41,92%
35820,MCN202,25,42,B+,45,31,100%
48920,CST202,48,43,C,43,43,87%
48920,CST204,28,21,S,67,52,84%
48920,CST206,41,21,B,61,53,76%
48920,EST200,46,37,B,40,31,90%
48920,MAT206,48,40,D,45,40,75%
48920,MCN202,49,29,A,48,47,85%
18320,CST202,49,20,A+,58,46,92%
18320,CST204,38,29,A+,47,44,97%
18320,CST206,25,40,B,41,35,88%
18320,EST200,41,38,C+,50,38,99%
18320,MAT206,26,22,C,69,67,80%
18320,MCN202,40,50,B+,63,62,98%
16520,CST202,36,50,A,57,49,94%
16520,CST204,26,46,D,59,52,75%
16520,CST206,26,46,D,42,28,89%
16520,EST200,23,26,C+,70,65,91%
16520,MAT206,21,39,D,40,38,93%
16520,MCN202,39,23,B+,43,36,93%
